,Technology,O2_substitution,Ratio_NG,Direct_CO2,Indirect_CO2,Energy_use,Product_cost,ROI,Payback
0,5,55,84,192.57128585996918,24.45591823638311,3.3493974975916,5.0683818824606846,11.917207235679738,2.311688441540965
1,5,33,94,198.29692524777238,22.366158961755307,3.4278569713124987,5.179289617219923,8.130835974915081,2.2621866473821663
2,9,24,87,40.000601995839354,608.4151147380898,4.563113360535673,7.916023188976672,-7.866245508288087,16.050076267606766
3,9,38,89,40.000601995839354,608.4151147380898,4.563113360535673,8.286724067305123,-9.033322341191425,15.332087189978976
4,9,21,91,40.000601995839354,608.4151147380898,4.563113360535673,8.82221486997039,-10.719206962888267,14.401460153922297
5,9,13,76,40.000601995839354,608.4151147380898,4.563113360535673,6.981820772677947,-4.925097911819376,18.197656464688507
6,5,41,76,190.00703950589374,26.833938823895018,3.3250750281782953,5.055542339793202,12.355547045459943,2.317559428347952
7,2,43,89,240.27036847209808,28.705869991808115,4.165471352072155,5.420731183698598,-0.3679967316309794,0.6574685737447487
8,1,0,77,183.05829444294042,119.8620322126343,3.9085445286728593,5.260480899281258,4.336650998656854,2.7523318499223555
9,4,31,89,214.08089830863938,25.57693016270103,3.7114349746962905,5.234158425710301,10.09665738024513,1.3873422858832496
10,2,25,82,239.18924618639423,31.161161362966652,4.166111790918368,5.396637543917829,2.3361455232344794,0.6604038850110823
11,5,20,82,192.30815393386095,25.05357373582519,3.3495538798983677,5.065871268271683,12.002919178428709,2.3128340999074206
12,4,46,82,211.44329362877247,27.54646664486252,3.6828428231718373,5.200877911392557,11.92989826105567,1.396219914928879
13,7,56,91,196.59750667465406,22.944426610676953,3.4042546003884864,5.123139102460857,8.524428137267423,2.6956805727500774
14,2,9,97,241.31486953162943,26.334498848401545,4.164858241785244,5.675704415315981,-28.9848390082605,0.62793270036801
15,7,59,98,197.32284367410196,21.303130861558422,3.403869822444661,5.466615348690115,-1.4239462930399442,2.5263066210263307
16,5,21,97,198.602137624531,21.67329255223448,3.427678332989256,5.32760738117357,3.067292660158335,2.1992085708874214
17,7,45,93,196.8158877067458,22.45023204334035,3.4041384457021455,5.148930250217547,7.777418707393564,2.682177827018826
18,4,3,95,214.79358062236668,23.95884142735359,3.7110161993455306,5.332222553534962,4.694842782285302,1.3618278761050575
19,2,49,92,240.6833437551465,27.768188550699083,4.165228282604862,5.452818319931445,-3.9692866037459416,0.6535996966876401
20,9,27,79,40.000601995839354,608.4151147380898,4.563113360535673,7.139484328297528,-5.421469768251145,17.795791695436943
21,9,50,75,40.000601995839354,608.4151147380898,4.563113360535673,6.937684547376912,-4.786143922088059,18.31342648279635
22,2,56,84,239.51652470145422,30.417808751720287,4.165917285561691,5.399760198381763,1.9856753593198178,0.6600219767292761
23,5,12,77,190.16074139760283,26.484711200486238,3.324982764843653,5.055004326182738,12.373914738903343,2.3178060905533737
24,4,21,85,211.8721593949071,26.572400530190414,3.682588116955738,5.205770535708169,11.660390439626232,1.3949076827705729
25,7,38,89,196.36931076471532,23.460870106616955,3.404376260036263,5.107981770902225,8.963441930404464,2.703679685912558
26,2,26,80,238.8456037455812,31.94176071393897,4.166316614861604,5.395280387600661,2.488465545327624,0.6605700063690165
27,4,32,98,217.29009754641103,23.458811442010077,3.7483100891037844,5.644464313920975,-12.504842125549976,1.2864939719949602
28,9,55,83,40.000601995839354,608.4151147380898,4.563113360535673,7.436351807781169,-6.3560970594246635,17.085363791728525
29,5,32,79,191.8884751656376,26.006918820992766,3.3498042177039604,5.064659856216636,12.04427658059848,2.3133873048983764
30,4,21,87,213.8214928687771,26.165985207308886,3.7115881190802265,5.223958524930034,10.658513934265589,1.3900511040326948
31,5,53,86,192.82217909183993,23.886115472291056,3.3492487999190717,5.072832826876439,11.765252747963777,2.3096601474672216
32,4,20,79,210.98185577913387,28.594671937509467,3.6831180702118176,5.199545960824573,12.00326810772136,1.3965775799870845
33,7,20,96,197.12313408643175,21.747249925852802,3.4039173796986955,5.241968478152289,5.082678858602653,2.6345726052263356
34,9,4,77,40.000601995839354,608.4151147380898,4.563113360535673,7.029800266945896,-5.076151657542975,18.073454592532475
35,5,56,95,198.40080454793238,22.13033276623121,3.4277961078129877,5.208344408409585,7.138910329811339,2.2495670209677527
36,4,4,90,214.20627760457293,25.292238555573718,3.711361092393971,5.241397452451262,9.697899126928835,1.3854261923228042
37,4,21,92,214.44885928583557,24.741455998672876,3.711218399800932,5.262748064093766,8.521811109789045,1.3798056123080689
38,5,51,93,198.19081198416816,22.607065769671127,3.4279192118142636,5.158988991621842,8.823895890952288,2.2710883535567796
39,5,26,89,197.7425132525367,23.624931003258077,3.4281829227553833,5.117764411552462,10.231296065075785,2.289382408567303
40,4,15,84,211.73260783608555,26.88934293652074,3.682670880436535,5.203638337938675,11.777841512638187,1.3954792480594527
41,4,4,88,213.952669483253,25.868104382242013,3.711510628756462,5.228460603288589,10.410519146182796,1.3888541706583064
42,1,54,80,184.86626325804949,101.31010970649639,3.799129113993616,5.332174703658371,0.5903538988494831,10.836236844482427
43,2,52,75,237.9063144073589,34.075815311834795,4.166879589762408,5.397286313142657,2.2633311087054078,0.6603245025785609
44,6,22,99,219.35343327417408,23.430706707788588,3.782021680550654,6.1657500775969165,-31.99427172708414,1.5173167793473459
45,9,30,93,40.000601995839354,608.4151147380898,4.563113360535673,9.663741285061018,-13.368582890339628,13.147369343964915
46,4,31,75,208.88174404966114,29.918565843790955,3.658520279811394,5.191322032537893,12.456279181770748,1.398789994048977
47,5,23,78,191.74140824685855,26.34103277105504,3.349892211101565,5.064782383577815,12.040093517261797,2.3133313393661212
48,4,47,97,215.01154875268182,23.46403847392578,3.710888693430653,5.461339575081388,-2.4175053036697998,1.3296315336502014
49,2,24,79,238.6672576687035,32.34691395645867,4.166423156348209,5.395130812506081,2.505253060091329,0.6605883200716149
50,2,43,91,240.54871078741286,28.07386692898641,4.165307430224614,5.439270887807736,-2.4487947235658223,0.6552275982409165
51,2,10,87,239.97922880895297,29.366986764656428,4.165643231290939,5.409283483608513,0.9168323691732798,0.6588599785534803
52,2,38,85,239.6743884557773,30.059276617862462,4.165823661714636,5.402172186808792,1.7149665796118496,0.6597272868685302
53,7,35,95,197.02507374801283,21.976878850213343,3.4040274306037013,5.197948183943878,6.357673488144694,2.6568842284075194
54,4,25,93,214.56623751870458,24.47496427797931,3.71114947475882,5.27878916792393,7.638194737937946,1.3756126801055535
55,5,33,91,197.9715889780408,23.104792482555812,3.4280480150748573,5.133022588034283,9.710384506942722,2.2825771003448674
56,2,25,81,239.01954621562246,31.546632373873443,4.1662128624191554,5.395767819150291,2.4337588151822693,0.6605103331820609
57,2,19,77,238.29666841804868,33.18886115349153,4.166645068726382,5.395708416280138,2.4404258780545605,0.6605176049259228
58,4,42,83,211.5896935890996,27.21393811094112,3.6827557552306196,5.202033730586111,11.866230525148191,1.3959096943767497
59,5,11,83,192.44130502900006,24.75113828189668,3.349474691408844,5.066922488443193,11.967030700003098,2.312354262715373
60,1,53,78,182.04224206774558,112.55255755313426,3.837019007493214,5.358589044002595,0.4132295365649301,10.633175342821161
61,5,49,98,200.87262350957107,21.68636791083598,3.465104437927054,5.498233350573243,-2.757849006268291,2.13096081376365
62,4,27,86,212.00846556863988,26.26284337998171,3.682507386975696,5.208532162395799,11.50826758199958,1.394168085862382
63,2,5,90,240.4110859759517,28.386350791889694,4.165388431418598,5.428855792835479,-1.2798597407576728,0.6564846324898514
64,2,9,86,239.8285809599999,29.70909884613316,4.165732338207801,5.40529619889887,1.3643440429441587,0.6593459949014497
65,2,13,88,240.12645284315715,29.03266485100113,4.165556261230598,5.414336321272435,0.34972868710964533,0.6582451086382507
66,2,44,76,238.10405953119516,33.62648975425441,4.166760686940219,5.396382618799514,2.3647569655294296,0.6604350824910268
67,2,24,78,238.4843386154957,32.762478570963985,4.166532600872594,5.395283209721478,2.4881488054652774,0.6605696608434358
68,5,13,85,192.69820831844493,24.167658400761418,3.349322224018567,5.070321121156016,11.851001955410457,2.310804293265093
69,5,46,80,192.0318654114473,25.68117561400693,3.34971855834873,5.064780114592679,12.040170980029638,2.313332375721956
70,9,43,95,40.000601995839354,608.4151147380898,4.563113360535673,11.178542433891849,-18.137628313775153,11.365773012947756
71,4,53,99,217.39465665641708,23.221475788756756,3.7482490811199773,6.143812340982063,-40.01118437196217,1.1819321476604983
72,2,5,98,241.43344171823446,26.065346046677867,4.164788987893094,5.859509848255875,-49.61418527595691,0.6082352436118591
73,2,21,94,240.94401609692875,27.176377839313858,4.165075299286147,5.4954884202325704,-8.75835219506131,0.6485247765928642
74,2,3,95,241.07023638873923,26.88983325179977,4.165001346066813,5.530791933221224,-12.7206311237108,0.6443851880582843
75,7,43,94,196.92159341908823,22.21103355944725,3.40408231726311,5.169092479049036,7.193444112447882,2.671715897127982
76,7,8,90,196.4846764747399,23.199774373968953,3.404314717919355,5.114624461415846,8.771044426415095,2.700168243863006
77,4,19,91,214.32890131158484,25.013815433726883,3.711288920330131,5.250677302071542,9.186723141808933,1.3829776421672508
78,9,21,81,40.000601995839354,608.4151147380898,4.563113360535673,7.272282787514587,-5.8395588914718495,17.470824448321757
79,1,55,97,221.26415748845903,15.000844287728382,3.750211071932092,5.208299766366112,1.428086880321328,11.2479315137181
80,9,48,80,40.000601995839354,608.4151147380898,4.563113360535673,7.2025609657083765,-5.620053819499114,17.63994453141343
81,4,38,94,214.68111834236353,24.214152654828645,3.7110820916639566,5.3007671234620695,6.427549788629795,1.369909136898148
82,7,45,92,196.70788404413523,22.694639056965485,3.4041958585448224,5.134213740999119,8.203664614117102,2.6898659165117857
83,9,55,85,40.000601995839354,608.4151147380898,4.563113360535673,7.644197704336044,-7.01045787933158,16.620812390442328
84,9,37,92,40.000601995839354,608.4151147380898,4.563113360535673,9.19037835238909,-11.878295317330142,13.824542477752427
85,9,22,90,40.000601995839354,608.4151147380898,4.563113360535673,8.527691233352074,-9.79195878751405,14.898848051898481
86,4,23,78,210.8201553360982,28.962031056732158,3.6832148191713725,5.199680679962983,11.995847169763408,1.3965413958942758
87,7,26,97,197.22563356077387,21.523075763885743,3.403921221353671,5.316389251105911,2.927171096818897,2.597692888482005
88,4,13,77,209.22447487104677,29.139820092765557,3.6583143703417633,5.189936639092599,12.53259290323764,1.3991633848288376
89,2,11,93,240.8150813902408,27.469095710414493,4.165150925655241,5.4708218034669835,-5.98990204442689,0.651448818483073
90,9,59,96,40.000601995839354,608.4151147380898,4.563113360535673,12.504017256266103,-22.310618042758318,10.160956540231082
91,1,58,75,171.5016625785488,125.31475056232955,3.7594425168698864,5.356064267871926,0.4026223338956329,11.386770078700332
92,1,55,77,176.38220932084724,115.49069721034041,3.766000995989362,5.339278469725821,0.533768735153175,10.97200668726467
93,1,59,76,172.03481349630866,119.08830242884726,3.7215094509014772,5.335781649266338,0.5286972258684306,11.580339582204614
94,5,52,96,198.4992327589496,21.899065499872407,3.4276798173713314,5.25266961119506,5.625655421857265,2.2305838139959318
95,2,34,99,241.5496185071301,25.801639765285284,4.164721201244419,6.414340989434862,-111.88548786158456,0.5556237820643215
96,1,50,79,185.37723899258881,108.01988910342541,3.857853182265194,5.353334008465762,0.46996274377206737,10.194234758880732
97,1,55,82,187.60269636275018,90.27195395494799,3.761331414789499,5.306129182220365,0.7601109461774155,11.040552738764257
98,9,1,94,40.000601995839354,608.4151147380898,4.563113360535673,10.294903025097172,-15.3556681325777,12.341328093085183
99,9,37,84,40.000601995839354,608.4151147380898,4.563113360535673,7.533776731191944,-6.66281975070287,16.86442012452868
100,7,33,99,197.41808994675665,21.087636037009727,3.4038195124955886,5.92008052032791,-14.558017041982719,2.3327970797996946
101,1,55,76,174.13811191246668,120.54427655868187,3.7670086424588085,5.345949640207497,0.4882182093177856,10.958314802368058
102,1,55,75,171.89401450408613,125.60143865002571,3.7680431595007713,5.35263586697543,0.4425648796703651,10.944626260949592
103,1,50,78,183.07510066646694,113.19115041793528,3.858789218793248,5.3602836245332925,0.4190247504229187,10.181017917638927
104,1,58,99,225.2058165390819,4.98654247507176,3.739906856303816,5.2012283736767815,1.4181349119156494,11.725743990334925
105,1,58,98,222.96814345739318,9.974746145769886,3.7405298046637037,5.20757282595016,1.3765239462041496,11.711458367146749
106,9,58,97,40.000601995839354,608.4151147380898,4.563113360535673,14.713162257998194,-29.265664827841313,8.635313992418755
107,1,58,78,178.21468182361542,110.1860645360617,3.7563431091839226,5.336341394561375,0.5319775200795138,11.428855059227898
108,1,55,79,180.87040413760843,105.39374252853813,3.7640622331620777,5.325979010590419,0.624576991156808,10.999404796472481
109,1,53,96,223.22428818902338,20.388502050999882,3.8228441345624744,5.237433950682567,1.2637568021155023,10.879147580958854
110,1,55,80,183.1145015459891,100.35011209470522,3.763129203551448,5.319349649890994,0.6698420412167256,11.013113055315047
111,1,53,79,184.3301335189278,107.4097375132996,3.8360620540464154,5.351763252320382,0.46114763703929623,10.646737198304784
112,1,60,99,220.7650877435825,4.888215162308105,3.666161371731076,5.177966440147351,1.530455780188124,12.088153766253223
113,1,1,79,186.5712145057048,108.7156223186782,3.8827007970956515,5.236348090532188,4.7408007123093885,2.918155926766701
114,1,50,80,187.67937731871066,102.85174791067563,3.856940546650337,5.346397504543407,0.5208046301769899,10.207460926469338
115,1,54,81,187.13225768783073,96.22155109449574,3.798219122151148,5.325467044282074,0.6367891857140138,10.849885560185534
116,9,42,98,40.000601995839354,608.4151147380898,4.563113360535673,19.13148177608418,-43.17585131883201,6.641031646489875
117,1,54,77,178.06827996870533,116.59469446390027,3.8020009064315308,5.352377145520285,0.4504979326182718,10.795335682456537
118,1,53,75,175.17856771419937,128.0014326795036,3.8400429803851086,5.379152212026044,0.2688729553369079,10.592527344292996
119,1,54,97,223.38816856433226,15.144843929497048,3.7862109823742593,5.219574295313322,1.3698556548631402,11.070003934397786
120,9,48,88,40.000601995839354,608.4151147380898,4.563113360535673,8.085924464138538,-8.401145352648479,15.712832401873712
121,1,60,77,172.52310856764922,112.96385372477636,3.6836039258079256,5.315648273119907,0.6505879821591339,11.775055705155406
122,1,54,98,225.65416299411368,10.094908437144419,3.7855906639291534,5.21302894753604,1.4151673030276513,11.083903152371773
123,1,59,82,185.32628444718435,89.1765744342448,3.715690601426866,5.297094836682948,0.7791371692687235,11.664915456505808
124,1,1,77,181.90973578090518,119.10998447961067,3.8840212330307833,5.253285367086069,4.297430443428578,2.908747411807917
125,5,7,99,200.96928259793225,21.466964284717356,3.465048039435356,5.959852860034158,-18.517460793718353,1.9659075635187497
126,1,60,76,170.33029133237955,117.90837467568336,3.6846367086151064,5.322040982613864,0.6097348129032509,11.760911787315584
127,1,59,97,218.55496182437378,14.817171420133226,3.704292855033303,5.202142483890095,1.3938133411013953,11.877829879967864
128,1,59,79,178.6805489717465,104.11770716705333,3.718489541680477,5.316376335621817,0.6543179561967088,11.622608997971335
129,9,4,82,40.000601995839354,608.4151147380898,4.563113360535673,7.349757110569254,-6.083471147600516,17.286663220001138
130,1,1,76,179.57899641850534,124.31064039148514,3.8847075122339114,5.261768608156553,4.075363048919441,2.9040578088730293
131,1,50,77,180.77296234034526,118.36565341739092,3.8597495679584,5.3672468636088,0.3679869057031353,10.167809495594248
132,1,58,82,187.16537415037106,90.06152024911775,3.7525633437132386,5.3102419009715875,0.7031546502801935,11.485027138564309
133,1,60,82,183.4871947439978,88.29162861937198,3.678817859140498,5.283896443436845,0.853500827401366,11.84581401150394
134,1,53,99,230.0879625425696,5.094643716815966,3.8209827876119715,5.217522232455069,1.4035401062454607,10.92066585563719
135,1,59,99,222.98545214133225,4.937378818689934,3.7030341140174468,5.1896283920754165,1.4748235933422222,11.906471671334666
136,1,1,99,233.18600175370185,5.163240986429859,3.8724307398223914,5.068619491377384,9.1314637489371,3.0147223008148063
137,1,55,98,223.50825489683953,9.998908675965298,3.749590753486985,5.201845625931192,1.4721555323567759,11.261887277655042
138,1,60,81,181.29437750872796,93.21977100121995,3.6797278026797358,5.290220322868451,0.8130875226802037,11.83165363726506
139,1,58,77,175.97700874192654,115.22538191834039,3.7573494103806646,5.342900649479743,0.4889577415800437,11.414824333471124
140,1,59,83,187.54152960566364,84.20219190939402,3.7148025842379697,5.2906928642592295,0.8205804804226317,11.679030520258994
141,1,60,96,214.18663603777338,19.56303547244392,3.668069151083232,5.196477461566061,1.412159478466208,12.045093043882204
142,1,59,75,169.8195683378293,124.08565915278389,3.7225697745835165,5.342280169535588,0.48662891008489667,11.566252887177107
143,1,0,99,234.66272003346162,5.195938713952631,3.89695403546447,5.073954616723658,9.489812841906549,2.8535117514214354
144,1,57,99,227.42618093683163,5.035706131453585,3.7767795985901853,5.212766384951448,1.3603475074055222,11.545957906103366
145,1,55,78,178.62630672922785,110.44056280719376,3.765019186608879,5.332621776442469,0.5792204111693249,10.985703005188938
146,1,58,80,182.6900279869933,100.1174927834719,3.7544059793801967,5.323265173995374,0.6177397170608017,11.45692922511792
147,9,4,99,40.000601995839354,608.4151147380898,4.563113360535673,32.38649757082078,-84.90659100188842,3.9230168572995034
148,1,0,75,178.36698302562053,130.3311795952622,3.9099353878578658,5.277626763723709,3.862962180100749,2.743390120824764
149,1,1,80,188.90195386810475,103.52174232804977,3.882065337301868,5.227893324909112,4.962122699684522,2.9228752894007566
150,1,59,84,189.75677476414296,79.2306284867302,3.713935710315477,5.284302738961995,0.8619470989392264,11.693153569611262
151,1,60,75,168.13747409710984,122.85656774323823,3.6856970322971474,5.328449123982053,0.5687830249051163,11.746767787138737
152,1,1,75,177.24825705610556,129.513736407193,3.8854120922157898,5.270262103633168,3.8530272228954114,2.899377661780062
153,1,58,83,189.40304723205978,85.03797406788506,3.7516753265243397,5.303748923683909,0.7457397377930813,11.499087385652187
154,1,60,98,218.57227050831293,9.778091520242581,3.6667843200909647,5.184129508655712,1.4910701517397102,12.073782960185085
155,1,50,76,178.4708240142235,123.54352606303992,3.8607351894699984,5.374224263442598,0.3168452681112608,10.154608544385855
156,1,0,96,227.6257529074816,20.79051597684875,3.898221745659138,5.0992147423463985,8.791951319498311,2.8393762288068887
157,1,0,78,185.4039501516006,114.63102482692294,3.907875846372374,5.2519229542689905,4.57308135629414,2.75681674142443
158,1,58,81,184.92770106868213,95.08798994372937,3.753473287252476,5.316747164168212,0.660488983938147,11.470974726055351
159,9,53,86,40.000601995839354,608.4151147380898,4.563113360535673,7.770399368520486,-7.407778325961354,16.350868197835073
160,1,54,75,173.53629110914284,126.80143566476465,3.804043069942939,5.365916957454619,0.3567655267235638,10.768095824652665
161,1,54,78,180.3342743984867,111.49656018016401,3.8010190970510465,5.345629244894572,0.49721179861980946,10.808962862545016
162,1,60,83,185.68001197926742,83.36640975090299,3.6779298419516016,5.277584849914186,0.8938356179466294,11.859980711824605
163,1,59,78,176.46530381326727,109.10446409566151,3.7194703668975535,5.322830310816908,0.6125380039434366,11.608516489701309
164,1,53,98,227.8000710913876,10.190908198323536,3.821590574371322,5.224152376888072,1.3569954793521355,10.906806077685895
165,1,53,81,188.9059164212919,97.13354882569725,3.8342190325933143,5.338151387926699,0.5567050047450338,10.673885537204702
166,1,1,98,230.85526239130206,10.327585829355764,3.872844686008408,5.0769501371185255,8.913390871018933,3.0097755152806354
167,0,1,99,285.0725199695676,6.312120402348936,4.7340903017616975,5.371138051263602,1.7112998331588478,2.0155001810935045
168,1,0,97,229.97140861614176,15.59116185123763,3.897790462809404,5.090789818470378,9.024706702036879,2.844075210583014
169,0,0,99,286.8778247397094,6.352093743424699,4.764070307568521,5.377660302236551,1.5879290346978527,1.863940461399394
170,0,0,98,284.0102341518534,12.705536963879085,4.764576361454653,5.387947991094467,1.1773919336392342,1.8603814739057782
171,1,50,96,224.513590536659,20.50626228118087,3.84492417772141,5.2368623338277995,1.323654995318349,10.420962046774033
172,1,50,75,176.16868568810182,128.72490314073025,3.8617470942219088,5.381216390465021,0.265595685932383,10.141414071676836
173,1,58,79,180.45235490530425,105.15014395107166,3.7553622839668455,5.329796414502326,0.5749036749443359,11.44288967193034
174,1,59,98,220.77020698285298,9.876418833006234,3.7036570623773346,5.195881839484836,1.4343417621782877,11.892141766088821
175,1,59,81,183.111039288705,94.15388047247464,3.7166005449661057,5.303509095015617,0.7376143250094332,11.650807480102577
176,1,1,96,226.1937836665023,20.659725066757684,3.873698450017063,5.093625925157092,8.476865636106584,2.999921949417348
177,0,1,97,279.3738095972925,18.940451374538842,4.735112843634706,5.3915125147179985,0.9584696625977012,2.0078836292131337
178,1,60,84,187.87282921453718,78.444009984621,3.6770629680291087,5.271285103518012,0.9340946983937001,11.874154650300852
179,1,54,79,182.60026882826813,106.40174002091888,3.8000621436042468,5.338895271700158,0.5438292488328583,10.822596257184097
180,1,55,81,185.3585989543696,95.30955336329413,3.76221921170898,5.31273319785706,0.7150189513463928,11.026828732643645
181,1,0,98,232.3170643248018,10.392981284401303,3.897367981650485,5.082369826412476,9.257325833230068,2.84878700675352
182,1,53,77,179.7543506165635,117.6986917174601,3.8380008168736994,5.365428763116109,0.3652136633949502,10.619620427484366
183,1,1,97,228.52452302890214,15.493068668669325,3.873267167167329,5.085285565228751,8.695192804127231,3.004842111420865
184,0,1,98,282.22316478343004,12.62559028172756,4.734596355647831,5.3813223597407,1.3349927610721863,2.0116857886063593
185,1,60,78,174.7159258029189,108.02286365526135,3.6825976246111836,5.3092704019665575,0.6913463257012926,11.789200734966496
186,1,54,96,221.12217413455085,20.19650252864165,3.7868442241203057,5.226126884354934,1.324493877410961,11.056124212746118
187,1,60,97,216.3794532730432,14.669680450987741,3.667420112746933,5.190299774159909,1.451638530259814,12.059429560623215
188,1,53,76,177.46645916538148,122.84827082698064,3.839008463343145,5.372282959427947,0.31709615808086816,10.606071445847153
189,0,0,97,281.1426435639973,19.06037139776612,4.765092849441527,5.398241526452584,0.7666215240818256,1.856834040470761
190,1,53,97,225.51217964020552,15.288843571265723,3.822210892816427,5.230789543153152,1.310401558124801,10.892966812167481
191,1,58,96,218.49279729401528,19.956344723498525,3.7418146356559707,5.220283546390545,1.2931589322323984,11.682942469124894
192,1,54,99,227.92015742389478,5.046643836226409,3.7849828771698033,5.206490621590835,1.4604303409738242,11.097822349931596
193,1,53,80,186.61802497010984,102.27010731828751,3.8351290244357843,5.3449508657907945,0.5089716312941559,10.66030695617441
194,1,1,78,184.24047514330502,113.91167482142211,3.8833525507303,5.2448119860214835,4.5192397307118,2.9134467080470507
195,1,59,80,180.89579413022582,99.13421965583535,3.717533237093827,5.30993609997882,0.696008965153317,11.636705653622926
196,1,59,77,174.2500586547879,114.09461782155833,3.7204766680942942,5.329298560871319,0.5706656430702364,11.594427058126307
197,9,25,78,40.000601995839354,608.4151147380898,4.563113360535673,7.082146897739819,-5.240954450445997,17.939867352902088
198,1,50,99,231.4200055150244,5.124138021016648,3.843103515762483,5.216566778417904,1.4724135535524634,10.46150580316181
199,5,27,92,198.08239191048557,22.853219177225345,3.4279828765838016,5.144172124672095,9.329741216482429,2.277629817012946
200,7,42,88,196.2513231067358,23.727910119277592,3.4044392779833124,5.1027527366889025,9.114894587856348,2.706450275496069
201,1,60,80,179.1015602734584,98.15094652819884,3.6806604948074573,5.296556948930591,0.7725927595015342,11.817498637041512
202,1,50,98,229.11786718890258,10.24986138033767,3.843698017626623,5.223325023659103,1.4228782342192852,10.447970091428429
203,4,28,96,214.90014141947034,23.70846580848883,3.7108903004591216,5.380210106003804,2.051471886150408,1.34968136409706
204,4,46,76,209.05536426838933,29.524058004235368,3.6584158831335123,5.190528588904612,12.499985636883238,1.3990038183244942
205,5,41,87,197.50290530976832,24.169030107312242,3.4283243793524423,5.108342954378322,10.552943015634574,2.293604779404614
206,1,58,76,173.73933566023769,120.26823018201105,3.7583821931878454,5.349474742738717,0.44584064377614985,11.400796391792378
207,4,5,81,211.29327885461026,27.887223018504116,3.6829321703785336,5.200109074698054,11.972249254960825,1.3964263461957571
208,4,20,80,211.1395137110938,28.236516471122048,3.6830238875376584,5.199678185208181,11.99598459211355,1.3965420659411962
209,5,40,81,192.17171515736044,25.363492428594245,3.3496351413850007,5.065172009558578,12.026791752337877,2.313153392005157
210,2,47,96,241.18983324295212,26.608828067888698,4.164860045408666,5.584650016800174,-18.76537657923833,0.6381707697489762
211,1,0,79,187.74960586026063,109.4022745966563,3.907224092737726,5.243374494832019,4.809249655930771,2.7613112775504427
212,1,58,97,220.73047037570416,14.9646623892787,3.741165597319672,5.213924475219374,1.334865778002346,11.697191364175632
213,5,11,90,197.85832375820823,23.361966701725223,3.428114679057506,5.124450964872115,10.00301826841836,2.286395146585698
214,5,11,88,197.62407068991837,23.89388317237393,3.4282528029927812,5.112501439775731,10.41097302921981,2.291739171718252
215,1,54,82,189.39825211761212,91.13595180556004,3.7973313252316676,5.318771821303019,0.6831383788100395,10.863543300273523
216,1,55,96,219.02006008007837,20.00450300628342,3.750844313678138,5.214761148065363,1.3839687851785862,11.233994695372328
217,1,54,76,175.80228553892402,121.69627369283121,3.8030085529009754,5.359139523344323,0.40368384494185877,10.781713693645818
218,1,0,76,180.71263873428063,125.09538585203161,3.9092308078759883,5.269048704299418,4.099948238624363,2.7478563850028226
219,1,60,79,176.90874303818862,103.08527038303501,3.6816167993941082,5.302906805672528,0.7320134445062032,11.803348016232379
220,2,6,83,239.35485700124386,30.78499786305557,4.166013297772194,5.397945031693341,2.189400034646975,0.6602439222842514
221,1,50,97,226.81572886278084,15.377219109044646,3.844304777261158,5.230090137250421,1.3732925725406808,10.43445565809892
222,5,30,75,189.84923889707244,27.19250061884417,3.3251699126304017,5.05626348787903,12.33092717207724,2.3172288871193256
223,1,59,96,216.33971666589443,19.75969009797122,3.704941893369602,5.20841055019731,1.3532368741767962,11.863535495038736
